Title,Date,Description,Subjects,Location,Latitude,Longitude,Identifier,link,cdmid,Search
"Hecla Mine, Burke (Idaho)",,"Interior view of the hoist room in the Hecla Mine in Burke, Idaho.",mines (extracting complexes); silver mines; equipment; | Hecla Mine (Idaho); |,Burke,47.519011,-115.735001,8-X00117,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/53,53,"Hecla Mine, Burke (Idaho) |  | Interior view of the hoist room in the Hecla Mine in Burke, Idaho. | mines (extracting complexes); silver mines; equipment; | Hecla Mine (Idaho); |  | Burke"
"Wallace (Idaho), Hathaway building, 1916",1916,"Image of the Hathaway building in Wallace, Idaho before it was torn down.",buildings (structures); | Wooden Buildings; Buildings; Bricks; Cities and towns;,Wallace,47.473177,-115.925481,8-X00118,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/54,54,"Wallace (Idaho), Hathaway building, 1916 | 1916 | Image of the Hathaway building in Wallace, Idaho before it was torn down. | buildings (structures); | Wooden Buildings; Buildings; Bricks; Cities and towns; | Wallace"
"Hecla Mine, Burke (Idaho), 1912",10/27/1912,"Mine pump at Hecla Mine in Burke, Idaho",pumping machinery; | Mining Machinery; Silver mines and mining -- Idaho -- Shoshone County; Hecla Mine (Idaho); | Pumps; Mining -- Burke; Mining equipment;,Burke,47.519021,-115.735011,8-X00135b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/55,55,"Hecla Mine, Burke (Idaho), 1912 | 4684 | Mine pump at Hecla Mine in Burke, Idaho | pumping machinery; | Mining Machinery; Silver mines and mining -- Idaho -- Shoshone County; Hecla Mine (Idaho); | Pumps; Mining -- Burke; Mining equipment; | Burke"
"Wallace (Idaho), Otterson Co. Store",,"Interior view of Otterson Co. Store, a clothing store in Wallace, Idaho.",hardware stores; business (commercial function); |,Wallace,47.474095,-115.927939,8-X00009a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/56,56,"Wallace (Idaho), Otterson Co. Store |  | Interior view of Otterson Co. Store, a clothing store in Wallace, Idaho. | hardware stores; business (commercial function); |  | Wallace"
"Hecla Mine, Burke (Idaho), 1909",1909,"View of Hecla Mine in Burke, Idaho. Railroad cars sit in front of the buildings, with Canyon Creek running in front.",mine buildings; mines (extracting complexes); railroads cars | Mine railroad cars; Silver mines and mining -- Idaho -- Shoshone County; | Mine buildings; Mining; Streams;,Burke,47.523001,-115.735001,8-X00151,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/57,57,"Hecla Mine, Burke (Idaho), 1909 | 1909 | View of Hecla Mine in Burke, Idaho. Railroad cars sit in front of the buildings, with Canyon Creek running in front. | mine buildings; mines (extracting complexes); railroads cars | Mine railroad cars; Silver mines and mining -- Idaho -- Shoshone County; | Mine buildings; Mining; Streams; | Burke"
"Hercules Mine, Burke (Idaho), 1910",1910,Image looking down-canyon at the Hercules Mine in Burke Idaho.,mine buildings; mines (extracting complexes); | Silver mines and mining -- Idaho -- Shoshone County; | Mine buildings -- Burke; Mining;,Burke,47.473652,-115.923909,8-X00155b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/58,58,"Hercules Mine, Burke (Idaho), 1910 | 1910 | Image looking down-canyon at the Hercules Mine in Burke Idaho. | mine buildings; mines (extracting complexes); | Silver mines and mining -- Idaho -- Shoshone County; | Mine buildings -- Burke; Mining; | Burke"
"Hercules Concentrating Mill, Wallace (Idaho), 1910",1910,"Image of the Hercules Concentrating Mill in Wallace, Idaho. Northern Pacific Railroad cars sit on the tracks in front of the buildings. One car is loaded with mine timbers.",mine buildings; mines (extracting complexes); railroads cars; | Silver mines and mining -- Idaho -- Shoshone County; Mine railroad cars; | Mine buildings -- Wallace; Mining; Railroad tracks; Railroad cars;,Wallace,47.473611,-115.923844,8-X00158,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/59,59,"Hercules Concentrating Mill, Wallace (Idaho), 1910 | 1910 | Image of the Hercules Concentrating Mill in Wallace, Idaho. Northern Pacific Railroad cars sit on the tracks in front of the buildings. One car is loaded with mine timbers. | mine buildings; mines (extracting complexes); railroads cars; | Silver mines and mining -- Idaho -- Shoshone County; Mine railroad cars; | Mine buildings -- Wallace; Mining; Railroad tracks; Railroad cars; | Wallace"
"Hercules Mine, Burke (Idaho), 1909",1909,"View of the Hercules Mill. A possible flume can be seen at the bottom right-hand corner of the photograph; Caption on front:""Hercules Mill and Tram"".",mine buildings; mines (extracting complexes); flumes; | Aerial tramways; Silver mines and mining -- Idaho -- Shoshone County; | Mine buildings -- Burke; Mining; Flumes;,Burke,47.473642,-115.923929,8-X00156,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/60,60,"Hercules Mine, Burke (Idaho), 1909 | 1909 | View of the Hercules Mill. A possible flume can be seen at the bottom right-hand corner of the photograph; Caption on front:""Hercules Mill and Tram"". | mine buildings; mines (extracting complexes); flumes; | Aerial tramways; Silver mines and mining -- Idaho -- Shoshone County; | Mine buildings -- Burke; Mining; Flumes; | Burke"
"Hercules Mine, Burke (Idaho), 1910",1910,"Hercules Mine in Burke, Idaho. This view, looking down on the buildings, shows the roofs of the buildings and piles of logs stacked in the yard. Caption on front: ""Hercules Mine"".",mine buildings; mines (extracting complexes); | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; | Mine buildings -- Burke; Mining; Logs;,Burke,47.473672,-115.923939,8-X00160,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/61,61,"Hercules Mine, Burke (Idaho), 1910 | 1910 | Hercules Mine in Burke, Idaho. This view, looking down on the buildings, shows the roofs of the buildings and piles of logs stacked in the yard. Caption on front: ""Hercules Mine"". | mine buildings; mines (extracting complexes); | Silver mines and mining -- Idaho -- Shoshone County; Mine buildings; | Mine buildings -- Burke; Mining; Logs; | Burke"
"Kellogg (Idaho), 1910",1910,"Caption on front:  "" McKinley Avenue looking east from bridge over flume.""",main streets; |  Kellogg (Idaho); | ;,Kellogg,47.538223,-116.137462,8-X00120a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/62,62,"Kellogg (Idaho), 1910 | 1910 | Caption on front:  "" McKinley Avenue looking east from bridge over flume."" | main streets; |  Kellogg (Idaho); | ; | Kellogg"
"Kellogg (Idaho), 1910",1910,"A view of McKinley Avenue, featuring the Kellogg Hotel on the right.",hotels (public accommodations) (public accommodations); main streets; |  Kellogg (Idaho); | ;,Kellogg,47.538233,-116.137455,8-X00120b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/63,63,"Kellogg (Idaho), 1910 | 1910 | A view of McKinley Avenue, featuring the Kellogg Hotel on the right. | hotels (public accommodations) (public accommodations); main streets; |  Kellogg (Idaho); | ; | Kellogg"
"Kellogg (Idaho), 1912",1912,"Image of McKinley Avenue shows the First State Bank of Kellogg, A.P. Hutton - General Merchandise and others",banks (financial institutions); main streets; |  Kellogg (Idaho); | ; Stores & shops; Banks;,Kellogg,47.536543,-116.130509,8-X00121a,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/64,64,"Kellogg (Idaho), 1912 | 1912 | Image of McKinley Avenue shows the First State Bank of Kellogg, A.P. Hutton - General Merchandise and others | banks (financial institutions); main streets; |  Kellogg (Idaho); | ; Stores & shops; Banks; | Kellogg"
"Kellogg (Idaho),  1912",1912,"Exterior image shows McConnell Hotel on one side of Main Street, a theater on the other.",movie theaters; main streets; hotels (public accommodations) (public accommodations); |  Kellogg (Idaho); | ; Hotels; Motion picture theaters;,Kellogg,47.536522,-116.130511,8-X00121b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/65,65,"Kellogg (Idaho),  1912 | 1912 | Exterior image shows McConnell Hotel on one side of Main Street, a theater on the other. | movie theaters; main streets; hotels (public accommodations) (public accommodations); |  Kellogg (Idaho); | ; Hotels; Motion picture theaters; | Kellogg"
"Kellogg (Idaho),  1912",1912,"Image shows a Bull Durham tobacco advertisement on the side of a building on Main Street, Kellogg Idaho",main streets; |  Kellogg (Idaho); | ; Advertisements; Buildings;,Kellogg,47.536511,-116.130522,8-X00122,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/66,66,"Kellogg (Idaho),  1912 | 1912 | Image shows a Bull Durham tobacco advertisement on the side of a building on Main Street, Kellogg Idaho | main streets; |  Kellogg (Idaho); | ; Advertisements; Buildings; | Kellogg"
"Wallace (Idaho), Otterson Co. Store",,"Interior view of Otterson Co. Store, a clothing store in Wallace, Idaho.",hardware stores; business (commercial function); |,Wallace,47.474085,-115.927929,8-X00009b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/67,67,"Wallace (Idaho), Otterson Co. Store |  | Interior view of Otterson Co. Store, a clothing store in Wallace, Idaho. | hardware stores; business (commercial function); |  | Wallace"
"Kellogg (Idaho), 1912",1912,"A view of McKinley Avenue in Kellogg, Idaho; Caption on front: ""Street scene YMCA in foreground""",gyms; hotels (public accommodations) (public accommodations); main streets; |  Kellogg (Idaho); | ; Gymnasiums;,Kellogg,47.536501,-116.130533,8-X00123,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/68,68,"Kellogg (Idaho), 1912 | 1912 | A view of McKinley Avenue in Kellogg, Idaho; Caption on front: ""Street scene YMCA in foreground"" | gyms; hotels (public accommodations) (public accommodations); main streets; |  Kellogg (Idaho); | ; Gymnasiums; | Kellogg"
"Kellogg (Idaho), 1912 School",1912,"Exterior view of Kellogg School; Caption on front: ""Kellogg School.""",elementary schools; schools (buildings); |  Kellogg (Idaho); Schools--Idaho; | Schools ; Wooden buildings;,Kellogg,47.536599,-116.130599,8-X00124,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/69,69,"Kellogg (Idaho), 1912 School | 1912 | Exterior view of Kellogg School; Caption on front: ""Kellogg School."" | elementary schools; schools (buildings); |  Kellogg (Idaho); Schools--Idaho; | Schools ; Wooden buildings; | Kellogg"
"Kellogg (Idaho), 1912",1912,View of Kellogg looking towards Wardner.  Haystack Peak can be seen in the background.,mining towns; peaks (landform components); dwellings; |  Kellogg (Idaho); | Cities and towns -- Kellogg;,Kellogg,47.540784,-116.119137,8-X00125,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/70,70,"Kellogg (Idaho), 1912 | 1912 | View of Kellogg looking towards Wardner.  Haystack Peak can be seen in the background. | mining towns; peaks (landform components); dwellings; |  Kellogg (Idaho); | Cities and towns -- Kellogg; | Kellogg"
"Wallace (Idaho), Library, 1912",1912,Exterior view of the Newly-built Wallace Carnegie Public Library.,Carnegie libraries; public buildings; | Buildings--Wallace (Idaho); Carnegie Libraries; | Libraries ;,Wallace,47.474008,-115.925792,8-X00126,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/71,71,"Wallace (Idaho), Library, 1912 | 1912 | Exterior view of the Newly-built Wallace Carnegie Public Library. | Carnegie libraries; public buildings; | Buildings--Wallace (Idaho); Carnegie Libraries; | Libraries ; | Wallace"
"Wallace (Idaho),  Jameson Building",,Exterior of Sweet's Hotel and William's and Fahle Jameson's Place. There is a shoe-shine stand and a constable talking to a man hosing off the sidewalk. Billiard Hall (Phister and Burns) is written on the two of the outside windows.,hotels (public accommodations) (public accommodations); main streets; business (commercial function); | Buildings--Wallace (Idaho); | Hotels ; Shoe shiners; Billiard parlors;,Wallace,47.472488,-115.925755,8-X00127,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/72,72,"Wallace (Idaho),  Jameson Building |  | Exterior of Sweet's Hotel and William's and Fahle Jameson's Place. There is a shoe-shine stand and a constable talking to a man hosing off the sidewalk. Billiard Hall (Phister and Burns) is written on the two of the outside windows. | hotels (public accommodations) (public accommodations); main streets; business (commercial function); | Buildings--Wallace (Idaho); | Hotels ; Shoe shiners; Billiard parlors; | Wallace"
"Mace (Idaho), Snow Slide,  1910",2/27/1910,"Image depicts building wreckage from a snow slide, with people standing around.",avalanches; | Avalanches--Idaho; | Avalanches; Disaster victims; Debris;,Mace (Burke),47.519019,-115.825029,8-X00128,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/73,73,"Mace (Idaho), Snow Slide,  1910 | 3711 | Image depicts building wreckage from a snow slide, with people standing around. | avalanches; | Avalanches--Idaho; | Avalanches; Disaster victims; Debris; | Mace (Burke)"
"Wallace (Idaho), Barnard, T.N. at his residence, 1898",1898,"Image shows T.N. Barnard standing at his residence in Wallace, Idaho [1898] with a group of people. Mr. Barnard was a photographer and the owner of Barnard's Studio in Wallace, Idaho.",dwellings; groups of people; | Dwellings--Idaho; | Houses; Men; Women; Children;,Wallace,,,8-X00051b,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/74,74,"Wallace (Idaho), Barnard, T.N. at his residence, 1898 | 1898 | Image shows T.N. Barnard standing at his residence in Wallace, Idaho [1898] with a group of people. Mr. Barnard was a photographer and the owner of Barnard's Studio in Wallace, Idaho. | dwellings; groups of people; | Dwellings--Idaho; | Houses; Men; Women; Children; | Wallace"
"Mace (Idaho), Snow Slide,  1910",2/27/1910,"Image depicts building debris from a snow slide. Men, women and children standing at the scene.",avalanches; | Avalanches--Idaho; | Avalanches; Disaster victims; Debris;,Mace (Burke),47.519029,-115.825019,8-X00129,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/75,75,"Mace (Idaho), Snow Slide,  1910 | 3711 | Image depicts building debris from a snow slide. Men, women and children standing at the scene. | avalanches; | Avalanches--Idaho; | Avalanches; Disaster victims; Debris; | Mace (Burke)"
"Mace (Idaho), Snow Slide,  1910",2/27/1910,"Far off view of a snow slide in Mace in East Shoshone County, near Burke, Idaho. Men and women are standing around at the base of the slide.",avalanches; groups of people; | Avalanches--Idaho; | Avalanches; Debris;,Mace (Burke),47.518264,-115.822105,8-X00131,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/76,76,"Mace (Idaho), Snow Slide,  1910 | 3711 | Far off view of a snow slide in Mace in East Shoshone County, near Burke, Idaho. Men and women are standing around at the base of the slide. | avalanches; groups of people; | Avalanches--Idaho; | Avalanches; Debris; | Mace (Burke)"
"Mace (Idaho), Snow Slide,  1910",2/27/1910,"Far off view of a snow slide in Mace in East Shoshone County, near Burke, Idaho. Men and women are standing around at the base of the slide.",avalanches; groups of people; | Avalanches--Idaho; | Avalanches; Debris;,Mace (Burke),47.518274,-115.822115,8-X00132,http://digital.lib.uidaho.edu/cdm/ref/collection/bar-stock/id/77,77,"Mace (Idaho), Snow Slide,  1910 | 3711 | Far off view of a snow slide in Mace in East Shoshone County, near Burke, Idaho. Men and women are standing around at the base of the slide. | avalanches; groups of people; | Avalanches--Idaho; | Avalanches; Debris; | Mace (Burke)"
